Header,Description,Instruction
60245,"{""description"": ""A rectangular pizza topped with mushrooms, melted cheese, and herbs is placed on a black cutting board."", ""details"": {""objects"": [""Pizza"", ""Black cutting board"", ""Wooden table"", ""Glass of beer""], ""scene"": ""Indoor scene"", ""spatial_info"": {""Pizza"": ""Centered on the black cutting board"", ""Black cutting board"": ""On a wooden table"", ""Wooden table"": ""Underneath the cutting board"", ""Glass of beer"": ""In the top right corner of the image""}}, ""confidence"": 0.9584717007999368, ""recognition_status"": ""success"", ""processing_time"": 8.927643299102783}","Definition: In this task, draw tight bounding boxes around the ""Pizza"".
Emphasis & Caution: Focus on the ""Pizza"" centered on the black cutting board.
Things to Avoid: Do not annotate ""Black cutting board"", ""Wooden table"", or ""Glass of beer""."
60496,"{""description"": ""A person is cooking on a stove in a kitchen, viewed from an overhead perspective."", ""details"": {""objects"": [""person"", ""stove"", ""kitchen counter"", ""cabinets"", ""tile backsplash"", ""coffee maker"", ""spatula"", ""utensils""], ""scene"": ""indoor scene"", ""spatial_info"": {""person"": ""standing at the stove"", ""stove"": ""centered in the image"", ""kitchen counter"": ""to the left of the stove"", ""cabinets"": ""surrounding the stove"", ""tile backsplash"": ""behind the stove"", ""coffee maker"": ""on the counter to the left"", ""spatula"": ""in the person's hand"", ""utensils"": ""on the counter""}}, ""confidence"": 0.9561066553547498, ""recognition_status"": ""success"", ""processing_time"": 12.746326208114624}","Definition: In this task, draw tight bounding boxes around the ""person"".
Emphasis & Caution: Focus on the ""person"" standing at the stove.
Things to Avoid: Do not annotate ""stove"", ""kitchen counter"", ""cabinets"", ""tile backsplash"", ""coffee maker"", ""spatula"", or ""utensils""."
60775,"{""description"": ""A skateboarder performs a trick on a ramp while another person watches in a skate park setting."", ""details"": {""objects"": [""skateboarders"", ""skateboard"", ""concrete ramp"", ""concrete wall"", ""people sitting on wall"", ""concrete ground"", ""shadow""], ""scene"": ""outdoor skate park"", ""spatial_info"": {""skateboarders"": [""performing trick"", ""watching""], ""skateboard"": [""in motion"", ""on ramp""], ""concrete ramp"": [""center of image"", ""curved""], ""concrete wall"": [""background"", ""stone""], ""people sitting on wall"": [""background"", ""seated""], ""concrete ground"": [""entire image"", ""flat""]}}, ""confidence"": 0.9322332225930946, ""recognition_status"": ""success"", ""processing_time"": 11.69905710220337}","Definition: In this task, draw tight bounding boxes around the ""skateboarders"".
Emphasis & Caution: Focus on ""skateboarders"" performing a trick and watching.
Things to Avoid: Do not annotate ""concrete ramp"", ""concrete wall"", ""people sitting on wall"", ""concrete ground"", or ""shadow""."
61052,"{""description"": ""A neatly trimmed hedge forms a curved wall in a grassy area, with a red fire hydrant positioned in front."", ""details"": {""objects"": [""neatly trimmed hedge"", ""red fire hydrant""], ""scene"": ""outdoor park or garden"", ""spatial_info"": {""hedge"": ""curved along the edge of the grassy area"", ""fire hydrant"": ""placed in the foreground on the left side""}}, ""confidence"": 0.9319675547389308, ""recognition_status"": ""success"", ""processing_time"": 7.619082927703857}","Definition: In this task, draw tight bounding boxes around the ""red fire hydrant"".
Emphasis & Caution: Focus on the ""red fire hydrant"" in the foreground on the left side.
Things to Avoid: Do not annotate ""neatly trimmed hedge""."
61338,"{""description"": ""A serene beach scene featuring straw umbrellas, colorful lounge chairs, and a clear blue ocean under a bright sky."", ""details"": {""objects"": [""straw umbrellas"", ""lounge chairs"", ""ocean"", ""sky""], ""scene"": ""beach"", ""spatial_info"": {""umbrellas"": ""aligned in a row on the left side"", ""lounge chairs"": ""placed beneath the umbrellas"", ""ocean"": ""in the background"", ""sky"": ""above the ocean""}}, ""confidence"": 0.9477335009771136, ""recognition_status"": ""success"", ""processing_time"": 8.543635129928589}","Definition: In this task, draw tight bounding boxes around the ""straw umbrellas"" and ""lounge chairs"".
Emphasis & Caution: Focus on objects aligned on the left side and beneath the umbrellas.
Things to Avoid: Do not annotate ""ocean"" or ""sky""."
61585,"{""description"": ""A person skateboarding on a street with confetti scattered around, while others walk by under a festive canopy."", ""details"": {""objects"": [""person skateboarding"", ""confetti"", ""people walking"", ""canopy"", ""bicycle"", ""street""], ""scene"": ""urban street"", ""spatial_info"": {""skateboarder"": ""center of the image, moving forward"", ""confetti"": ""scattered across the ground"", ""people"": ""walking to the right side of the image"", ""canopy"": ""overhead, extending from left to right"", ""bicycle"": ""being ridden by a person on the right side of the image""}}, ""confidence"": 0.9317457619645864, ""recognition_status"": ""success"", ""processing_time"": 10.9318687915802}","Definition: In this task, draw tight bounding boxes around the ""person skateboarding"" and ""people walking"".
Emphasis & Caution: Focus on the skateboarder in the center and people on the right side.
Things to Avoid: Do not annotate ""confetti"", ""canopy"", ""bicycle"", or ""street""."
61803,"{""description"": ""Two children are riding a horse in a rural setting, with a house and greenery in the background."", ""details"": {""objects"": [""two children"", ""horse"", ""saddle"", ""bridle"", ""house"", ""grass"", ""trees"", ""road""], ""scene"": ""rural"", ""spatial_info"": {""children"": [""sitting on horseback""], ""horse"": [""standing on grass""], ""saddle"": [""attached to horse""], ""bridle"": [""on horse's head""], ""house"": [""in background""], ""grass"": [""covering ground""], ""trees"": [""surrounding area""], ""road"": [""leading to house""]}}, ""confidence"": 0.9505758017797343, ""recognition_status"": ""success"", ""processing_time"": 11.024100065231323}","Definition: In this task, draw tight bounding boxes around the ""two children"" and the ""horse"".
Emphasis & Caution: Focus on children sitting on horseback.
Things to Avoid: Do not annotate ""house"", ""grass"", ""trees"", or ""road""."
61983,"{""description"": ""A person is lying on a bed, using a laptop, surrounded by a cozy bedroom setting."", ""details"": {""objects"": [""person"", ""laptop"", ""bed"", ""white blanket"", ""pillows"", ""red wall"", ""black cat statue"", ""curtains"", ""decorative items""], ""scene"": ""indoor scene"", ""spatial_info"": {""person"": ""lying on bed, using laptop"", ""laptop"": ""on person's lap"", ""bed"": ""occupied by person"", ""white blanket"": ""covering most of the bed"", ""pillows"": ""placed against the headboard"", ""red wall"": ""behind the person"", ""black cat statue"": ""to the left side of the image"", ""curtains"": ""partially visible behind the person"", ""decorative items"": ""placed on the nightstand to the left""}}, ""confidence"": 0.945940876767543, ""recognition_status"": ""success"", ""processing_time"": 13.427494287490845}","Definition: In this task, draw tight bounding boxes around the ""person"" and the ""laptop"".
Emphasis & Caution: Focus on the person lying on the bed using the laptop.
Things to Avoid: Do not annotate ""bed"", ""white blanket"", ""pillows"", ""red wall"", ""black cat statue"", ""curtains"", or ""decorative items""."
62244,"{""description"": ""A black-and-white photograph captures a close-up of a hand holding a piece of food, with a glass of water in the foreground."", ""details"": {""objects"": [""hand holding food"", ""piece of food"", ""glass of water""], ""scene"": ""indoor scene"", ""spatial_info"": {""hand holding food"": ""center-right"", ""piece of food"": ""in hand"", ""glass of water"": ""left side""}}, ""confidence"": 0.9588345324937217, ""recognition_status"": ""success"", ""processing_time"": 7.887173652648926}","Definition: In this task, draw tight bounding boxes around the ""hand holding food"" and the ""glass of water"".
Emphasis & Caution: Focus on the hand at center-right and the glass on the left side.
Things to Avoid: -"
62443,"{""description"": ""A rustic stone building adorned with red flowering vines, featuring a window with wooden shutters and a small garden area in front."", ""details"": {""objects"": [""stone wall"", ""red flowering vines"", ""window with wooden shutters"", ""small potted plants"", ""table with patterned tablecloth"", ""wooden bench""], ""scene"": ""rural outdoor setting"", ""spatial_info"": {""stone wall"": ""left side of the image"", ""red flowering vines"": ""climbing up the stone wall"", ""window with wooden shutters"": ""center of the image"", ""small potted plants"": ""in front of the window"", ""table with patterned tablecloth"": ""bottom right corner"", ""wooden bench"": ""next to the table""}}, ""confidence"": 0.9488507072526081, ""recognition_status"": ""success"", ""processing_time"": 12.06125807762146}","Definition: In this task, draw tight bounding boxes around the ""window with wooden shutters"".
Emphasis & Caution: Center of the image.
Things to Avoid: Do not annotate ""stone wall"", ""red flowering vines"", ""small potted plants"", ""table with patterned tablecloth"", or ""wooden bench""."
62703,"{""description"": ""A person is lying on a bed, interacting with a laptop."", ""details"": {""objects"": [""laptop"", ""bed"", ""person""], ""scene"": ""indoor scene"", ""spatial_info"": {""laptop"": ""in front of the person"", ""bed"": ""underneath the person"", ""person"": ""lying on the bed""}}, ""confidence"": 0.9650492955812475, ""recognition_status"": ""success"", ""processing_time"": 6.706037282943726}","Definition: In this task, draw tight bounding boxes around the ""person"" and the ""laptop"".
Emphasis & Caution: ""person"" lying on the bed with the ""laptop"" in front.
Things to Avoid: Do not annotate the ""bed""."
62942,"{""description"": ""A vintage blue Volkswagen van is parked in front of a Home Depot store on a cloudy day."", ""details"": {""objects"": [""vintage blue Volkswagen van"", ""Home Depot store"", ""orange-roofed building"", ""parking lot"", ""cloudy sky"", ""parking sign"", ""shopping cart""], ""scene"": ""urban street"", ""spatial_info"": {""van"": ""center of the image, facing forward"", ""Home Depot store"": ""behind the van"", ""parking sign"": ""to the right of the van"", ""shopping cart"": ""partially visible to the left of the van""}}, ""confidence"": 0.9463634251343522, ""recognition_status"": ""success"", ""processing_time"": 10.304167985916138}","Definition: In this task, draw tight bounding boxes around the ""vintage blue Volkswagen van"".
Emphasis & Caution: Blue van at the center of the image, facing forward.
Things to Avoid: Do not annotate ""Home Depot store"", ""orange-roofed building"", ""parking lot"", ""cloudy sky"", ""parking sign"", or ""shopping cart""."
63252,"{""description"": ""A small dog sits on a wooden porch, looking through an open door into a house."", ""details"": {""objects"": [""small dog"", ""wooden porch"", ""doormat"", ""open door"", ""grass"", ""fallen leaves""], ""scene"": ""outdoor residential setting"", ""spatial_info"": {""dog"": ""sitting on porch"", ""doormat"": ""in front of dog"", ""open door"": ""frame of image"", ""grass"": ""behind porch"", ""fallen leaves"": ""scattered on grass""}}, ""confidence"": 0.9496826140714816, ""recognition_status"": ""success"", ""processing_time"": 9.557126760482788}","Definition: In this task, draw tight bounding boxes around the ""small dog"".
Emphasis & Caution: Dog sitting on the wooden porch.
Things to Avoid: Do not annotate ""wooden porch"", ""doormat"", ""open door"", ""grass"", or ""fallen leaves""."
63503,"{""description"": ""A person is lying on the snow with a snowboard, surrounded by a snowy landscape with trees in the background."", ""details"": {""objects"": [""person wearing winter gear"", ""snowboard"", ""snow-covered ground"", ""trees"", ""clear blue sky""], ""scene"": ""outdoor winter scene"", ""spatial_info"": {""person"": ""lying on the snow"", ""snowboard"": ""placed next to the person"", ""trees"": ""in the background"", ""sky"": ""clear and blue""}}, ""confidence"": 0.9518842644335084, ""recognition_status"": ""success"", ""processing_time"": 8.38584303855896}","Definition: In this task, draw tight bounding boxes around the ""person wearing winter gear"" and the ""snowboard"".
Emphasis & Caution: Person lying on the snow with the snowboard next to them.
Things to Avoid: Do not annotate ""snow-covered ground"", ""trees"", or ""clear blue sky""."
